"","Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Chemofacies","Formation"
"129",6207,7.92,26.23,2.43,0.001,4.15,2.13,1.58,6.38,0.02,0.04,1.5,10,9.59,98.7,40.57,92.74,8.74,51.49,112.03,24.39,1,"Utica FM"
"130",6207.6,3.34,11.86,1.36,0.14,2.14,0.88,0.3,28.87,0.1,0.11,1.5,40.92,10.99,78.54,26.79,165.64,7.87,46.3,65.81,5,4,"Utica FM"
"131",6208,6.37,23.25,1.8,0.001,3.39,1.83,1.64,12.87,0.05,0.17,1.5,10,11.69,98.39,56.12,191.82,10.37,85.66,159.98,12.41,1,"Utica FM"
"132",6208.6,6.51,22.57,2.23,0.001,3.52,2.17,1.28,9.21,0.04,0.1,1.5,10,12.04,86.27,52.87,88.93,8.25,108.92,130.53,17.23,1,"Utica FM"
"133",6209,5.81,19.45,1.74,0.32,3.31,1.78,1.22,14.8,0.06,0.02,1.5,97.77,12.215,98.24,50.94,182.18,9.81,39.42,119.8,14,1,"Utica FM"
"134",6209.6,7,23.06,2.32,0.43,3.56,1.67,1.02,9.86,0.04,0.11,1.5,123.56,12.3025,83.44,39.78,62.2,8.39,45.23,137.43,15.11,1,"Utica FM"
"135",6210,6.27,21.8,2.02,1.16,3.46,1.35,0.95,9.91,0.04,0.1,1.5,110.57,12.34625,108.98,38.22,64.77,11.43,43.55,141.84,12.95,1,"Utica FM"
"136",6210.6,6.42,22.3,2.11,0.42,3.55,1.54,1.32,9.86,0.04,0.03,1.5,144.52,12.39,105.84,42.93,65.71,11.4,45.46,138.08,12.62,1,"Utica FM"
"137",6211,5.48,20.51,2,0.41,3.64,1.64,1.15,11.23,0.05,0.03,1.5,119.02,14.005,94.26,51.97,79.78,8.92,41.63,140.54,17.71,1,"Utica FM"
"138",6211.6,5.46,21.52,1.77,0.001,3.53,1.91,1.38,13.6,0.04,0.07,1.5,10,14.8125,111.27,35.77,82.71,12.76,34.07,117.36,15.2,1,"Utica FM"
"139",6212,7.14,24.21,2.27,0.4,3.57,2.14,0.94,10.34,0.05,0.04,1.5,110.72,15.21625,83.85,41.91,55.71,11.72,43.19,127.29,11.55,1,"Utica FM"
"140",6212.6,6.68,24.13,2.1,0.001,3.57,1.75,1.11,10.33,0.04,0.11,1.5,10,15.62,110.34,34.71,58.67,12.74,43.03,108.82,16.72,1,"Utica FM"
"141",6213,7.24,24.86,2.26,0.42,3.64,1.9,1.32,9.17,0.04,0.1,1.5,137.86,15.825,92.99,34.36,54.75,8.02,44.93,136.74,14.25,1,"Utica FM"
"142",6213.6,6.32,22.61,1.89,0.001,3.51,2.07,1.12,13.64,0.05,0.17,1.5,10,15.9275,112.85,49.75,86.85,10.35,36.3,133.86,17.34,1,"Utica FM"
"143",6214,6.89,23.07,2.08,0.72,3.83,2.17,1.44,12.14,0.04,0.1,1.5,10,15.97875,99.34,53.54,48.58,9.03,40.31,113.97,15.61,1,"Utica FM"
"144",6214.6,7.04,23.45,2.08,0.4,3.58,1.9,1.72,11.73,0.05,0.14,1.5,89.7,16.03,93.75,44.87,47.99,11.27,42.22,142.76,15.61,1,"Utica FM"
"145",6215,5.92,22.11,1.87,0.39,3.69,1.95,0.81,12.38,0.05,0.13,1.5,98.98,15.855,105.39,42.71,62.18,11.72,38.55,133.23,15.47,1,"Utica FM"
"146",6215.6,6.9,23.21,1.98,0.4,3.58,1.67,1.56,12.59,0.05,0.12,1.5,96.19,15.68,91.07,50.54,46.75,9.09,41.11,139.48,18.13,1,"Utica FM"
"147",6216,7.09,22.57,2.2,0.94,3.58,1.74,1.54,10.43,0.04,0.18,3.92,10,13.45,101.03,47.74,52.23,10.61,44.4,125.52,13.29,1,"Utica FM"
"148",6216.6,7.13,24.27,2.2,0.43,3.64,2.13,1.55,11.17,0.05,0.13,1.5,109.78,12.335,98.27,63.56,45.82,13.06,42.99,145.41,14.74,1,"Utica FM"
"149",6217,6.22,21.81,1.98,0.54,3.54,1.69,1.34,12.69,0.06,0.12,1.5,111.95,11.7775,94.71,38.23,49.53,11.03,38.12,159.27,11.99,1,"Utica FM"
"150",6217.6,6.93,23.88,2.04,0.001,3.59,1.72,1.31,11.62,0.05,0.09,1.5,10,11.49875,99.62,32.47,57.2,10.05,102.91,147.28,10.52,1,"Utica FM"
"151",6218,6.43,21.85,1.81,0.001,3.56,1.88,1.73,14.04,0.05,0.09,1.5,10,11.22,99.55,32.81,76.2,6.48,35.9,113.76,11.7,1,"Utica FM"
"152",6218.6,6.33,23.61,2.1,0.001,4.08,2.35,1.65,9.85,0.04,0.13,1.5,10,11.555,99.88,53.03,84.77,6.81,42.64,118.99,20.88,1,"Utica FM"
"153",6219,6.6,23.44,2.23,0.47,3.77,2.03,1.05,8.97,0.04,0.16,1.5,121.65,11.7225,92.3,57.97,70.71,9.16,46.07,144.8,13.64,1,"Utica FM"
"154",6219.6,7.07,25.06,2.53,0.5,3.82,1.77,0.78,7.16,0.04,0.09,4.23,144.12,11.80625,89.35,34.34,61.69,8.98,50.14,139.81,13.06,1,"Utica FM"
"155",6220,7.37,25.05,2.26,0.45,3.77,2.2,1.88,8.91,0.04,0.11,1.5,133.93,11.89,100.31,39.8,77.48,8.82,44.61,139.89,14.05,1,"Utica FM"
"156",6220.6,7.8,26.74,2.37,0.001,3.71,1.96,1.5,8,0.04,0.03,1.5,10,13.01,110.27,40.37,69.29,7.95,116.63,140.97,14.69,1,"Utica FM"
"157",6221,7.18,25.41,2.31,0.44,3.7,1.84,1.21,8.23,0.04,0.12,1.5,131.72,13.57,106.08,44.24,75.89,8.54,46.03,141.43,13.2,1,"Utica FM"
"158",6221.6,7.65,26.48,2.31,0.43,3.78,1.87,1.06,8.9,0.04,0.11,1.5,128.1,14.13,103.1,43.4,88.19,11.96,46.3,132.75,18.77,1,"Utica FM"
"159",6222,6.94,24.68,2.33,1.46,3.67,1.72,0.99,6.66,0.03,0.02,1.5,10,12.21,91.17,47.55,80.74,7.75,48.12,111.06,17,1,"Utica FM"
"160",6222.6,6.52,25.21,1.96,0.001,3.57,1.82,1.01,10.65,0.05,0.06,1.5,10,11.25,107.82,32.57,96.79,7.22,97.37,173.4,13.37,1,"Utica FM"
"161",6223,7.95,26.9,2.4,0.48,3.72,1.66,1.43,8.4,0.04,0.02,1.5,126.96,10.77,88.1,50.28,75.8,11.55,48.68,137.82,10.89,1,"Utica FM"
"162",6223.6,8.1,27.73,2.54,0.46,3.83,1.92,0.85,6.92,0.04,0.09,3.75,150.48,10.53,96.06,55.51,82.87,9.04,51.94,134.01,16.04,1,"Utica FM"
"163",6224,4.83,19.16,1.47,2.02,3.4,1.7,0.52,15.29,0.05,0.02,1.5,10,10.41,89.56,50.96,65.93,5.61,32.11,112.77,16.33,1,"Utica FM"
"164",6224.6,7.97,26.84,2.57,0.001,3.93,2.03,1.44,6.94,0.03,0.02,1.5,10,10.29,97.65,50.92,67.04,9.27,50.16,115.82,14.57,1,"Utica FM"
"165",6225,5.95,22.35,1.9,0.001,3.78,2.58,1.02,13,0.06,0.14,1.5,10,12.285,113.31,44.25,116.4,10.85,98.44,153.51,17.26,1,"Utica FM"
"166",6225.6,6.86,24.87,2.27,0.001,3.62,1.83,1.17,9.26,0.04,0.08,1.5,10,13.2825,90.51,50.23,77.86,11.44,113.24,147.1,10.58,1,"Utica FM"
"167",6226,6.22,25.85,1.87,0.001,3.4,1.61,1.39,10.93,0.04,0.06,1.5,10,13.78125,66.14,38.65,60.67,10.37,36.91,129.31,13.97,1,"Utica FM"
"168",6226.6,6.96,24.74,2.31,0.001,3.7,1.87,1.56,9.55,0.04,0.19,3.72,10,14.28,104.98,47.9,72.46,9.38,44.7,121.49,14.7,1,"Utica FM"
"169",6227,5.75,19.43,1.83,0.001,3.46,1.88,1.23,16.28,0.06,0.17,1.5,10,12.905,84.93,48.62,56.83,9.41,92.1,117.87,8.48,1,"Utica FM"
"170",6227.6,7.37,25.72,2.26,0.43,3.68,2.11,1.15,9.2,0.04,0.2,1.5,127.85,12.2175,102.9,54.55,80.84,11.51,45.36,153.03,18.13,1,"Utica FM"
"171",6228,6.31,24.8,1.95,0.66,3.61,1.89,1.44,9.31,0.05,0.14,1.5,126.06,11.87375,103.06,43.15,70.41,10.68,42.32,169.26,13.04,1,"Utica FM"
"172",6228.6,7.2,24.75,2.31,0.001,3.77,2.03,1.38,8.98,0.04,0.18,1.5,10,11.701875,118.29,64.23,61.38,10.5,46.13,148.59,19.55,1,"Utica FM"
"173",6229,6.86,25.28,2.06,0.001,3.2,1.47,1.76,11.08,0.05,0.13,1.5,10,11.6159375,90.78,41,44.05,6.21,100.37,156.93,10.45,1,"Utica FM"
"174",6229.6,7.41,27.11,2.33,0.001,3.56,1.79,0.91,8.22,0.05,0.09,1.5,10,11.57296875,109.92,35.05,44.71,9.55,107.8,163.89,14.76,1,"Utica FM"
"175",6230,4.25,15.77,1.14,0.21,2.97,1.81,1.24,24.01,0.08,0.24,4.66,42.62,11.551484375,73.31,42.4,37.79,6.07,21.65,118.78,12.34,4,"Utica FM"
"176",6230.6,6.59,24.92,2.03,0.43,3.25,1.72,1.07,10.63,0.05,0.14,1.5,140.64,11.5407421875,109.78,32.7,48.96,7.92,42.71,161.53,13.19,1,"Utica FM"
"177",6231,7.03,25.39,2.12,0.001,3.3,1.67,1.21,10.69,0.05,0.1,1.5,10,11.53537109375,94.38,42.33,49.71,11.33,103.12,162.78,5,1,"Utica FM"
"178",6231.6,5.11,21.21,2.05,0.42,3.52,1.47,1.27,10.37,0.05,0.09,1.5,114.45,11.53,103.39,34.67,44.27,9.51,42.18,167.65,14.43,1,"Utica FM"
"179",6232,6.71,26.09,2.32,0.71,3.35,1.34,1.11,5.27,0.04,0.11,1.5,113.94,10.625,80.59,35.96,51.68,12.4,50.63,155.45,16.23,1,"Utica FM"
"180",6232.6,5.99,24.12,2.08,0.001,3.26,1.16,1.17,8.62,0.04,0.06,3.71,10,10.1725,102.71,38.41,68.69,8.98,48.38,121.46,14.51,1,"Utica FM"
"181",6233,8.34,27.09,2.66,0.46,3.25,1.35,0.9,4.48,0.03,0.13,1.5,123.72,9.72,108.36,48.88,151.25,13.32,53.23,169.01,19.94,1,"Utica FM"
"182",6233.6,1.02,4.72,0.52,0.04,1.91,0.87,0.3,38.86,0.15,0.02,1.5,10,11.385,86.27,37.3,17.02,10.64,13.74,38.27,9.55,4,"Utica FM"
"183",6234,7.32,28.06,2.31,0.49,3.3,1.32,1.81,6.91,0.03,0.18,1.5,144.93,13.05,97.15,30.62,73.11,7.96,47.64,170.11,7.24,1,"Utica FM"
"184",6234.6,6.66,26.05,2.1,0.45,3.25,1.47,1.1,9.36,0.04,0.13,1.5,127.51,11.625,103.75,38.41,80.57,10.89,43.24,167.62,13.81,1,"Utica FM"
"185",6235,6.8,26.39,2.34,0.49,3.42,1.64,0.44,7.7,0.04,0.1,1.5,148.32,10.9125,94.78,50.13,77.62,12.42,52,140.53,17.41,1,"Utica FM"
"186",6235.6,7.24,27.48,2.5,0.52,3.62,1.72,1.1,6.29,0.03,0.06,1.5,162.55,10.55625,106.04,27.98,72.22,9.51,51.53,139.92,18.9,1,"Utica FM"
"187",6236,6.81,27.35,2.29,0.001,3.52,1.71,1.06,7.32,0.03,0.07,1.5,10,10.2,106.78,42.59,64.49,9.02,48.42,126.04,16.93,1,"Utica FM"
"188",6236.6,3.07,12.38,1.49,0.18,2.17,0.87,0.3,27.93,0.1,0.03,1.5,54.97,10.755,109.99,23.09,37.54,6.2,48.06,97.76,6.5,4,"Utica FM"
"189",6237,6.51,23.11,2.2,0.43,3.12,1.33,0.74,10.1,0.05,0.15,1.5,118.15,11.31,98.52,32.36,80.11,10.42,46.39,128.18,10.64,1,"Utica FM"
"190",6237.6,5.17,23.27,1.64,0.001,2.78,1.09,0.65,14.07,0.06,0.17,1.5,10,10.445,104.4,39.26,185.04,8.47,82.74,178.52,11.83,1,"Utica FM"
"191",6238,3.05,15.52,1.62,0.22,2.15,0.84,0.63,22.93,0.07,0.12,1.5,52.29,10.0125,99.29,7.5,45.94,4.83,20.72,137.43,10.35,4,"Utica FM"
"192",6238.6,4.29,21.58,1.31,0.001,2.66,1.16,1.07,16.78,0.05,0.26,1.5,10,9.79625,99.31,38.54,184.11,7.8,27.53,154.67,10.23,4,"Utica FM"
"193",6239,6.77,26.02,2.32,0.001,3.27,1.58,1.48,7.18,0.03,0.13,1.5,10,9.688125,102.49,51.35,154.84,11.61,47.25,139.97,9.04,1,"Utica FM"
"194",6239.6,7.68,26.24,2.56,0.001,3.4,1.62,1.45,5.98,0.03,0.18,1.5,10,9.6340625,112.11,46.64,123.33,9.98,54.13,115.9,13.19,1,"Utica FM"
"195",6240,6.26,25.03,1.98,0.42,3.22,1.75,1.25,10.01,0.05,0.23,1.5,122.85,9.60703125,111.27,41.99,126.84,10.41,41.64,152.06,16.47,1,"Utica FM"
"196",6240.6,6.63,24.79,2.02,0.39,2.9,1.41,1.09,11.55,0.05,0.14,1.5,102.8,9.593515625,85.77,46.18,95.73,10.06,41.87,133.45,9.85,1,"Utica FM"
"197",6241,4.53,19.04,1.33,0.001,2.76,1.59,0.92,19.24,0.08,0.28,1.5,10,9.5867578125,102.68,40.55,95.04,10.04,26.96,123.39,10.54,4,"Utica FM"
"198",6241.6,4.89,20.85,1.67,0.001,2.42,0.98,0.3,15.97,0.07,0.25,1.5,10,9.58337890625,83.83,41.98,101.9,10.29,31.13,121.08,8.68,4,"Utica FM"
"199",6242,4.37,19.65,1.2,0.001,2.4,1.01,1.67,20.12,0.07,0.12,1.5,10,9.581689453125,94.1,29.9,56.79,6.77,23.53,132.47,8.7,4,"Utica FM"
"200",6242.6,3.98,17.99,1.28,0.001,2.56,1.03,0.3,19.15,0.08,0.19,1.5,10,9.5808447265625,110.79,31.66,86.1,6.57,71.83,141.95,5,4,"Utica FM"
"201",6243,3.96,17.81,1.29,0.3,2.41,1.74,0.91,18.63,0.08,0.09,1.5,86.71,9.58042236328125,88.6,26.73,78.32,11.55,27.39,163.28,10.02,1,"Utica FM"
"202",6243.6,6.84,26.32,2.07,0.001,3.08,1.46,0.95,9.2,0.05,0.14,1.5,10,9.58021118164062,114.37,36.29,78.38,11.82,108.65,146.47,12.73,1,"Utica FM"
"203",6244,6.36,22.01,1.82,0.36,3.46,2.61,1.19,14.94,0.07,0.18,1.5,107.41,9.58010559082031,87.81,75.59,60.57,6.86,41.28,127.7,11.92,1,"Utica FM"
"204",6244.6,6.2,23.18,1.96,0.4,3.45,2.1,1.55,11.73,0.06,0.15,1.5,107.75,9.58,126.3,45.9,73.78,7.55,41.81,136.63,21.2,1,"Utica FM"
"205",6245,5.9,22.37,1.77,0.001,3.1,1.81,1.13,13.19,0.06,0.1,1.5,10,11.32,114.86,45.63,52.41,9.96,93.05,153.07,15.88,1,"Utica FM"
"206",6245.6,6.53,24.84,2.01,0.001,3.3,1.99,0.76,11.04,0.05,0.11,1.5,10,12.19,103.1,44.43,48.13,9.27,97.3,163.21,20.48,1,"Utica FM"
"207",6246,4.92,19.52,1.55,0.001,2.56,0.98,1.05,17.57,0.06,0.15,1.5,10,12.625,100.64,43.73,76.62,6.51,32.58,107.4,7.8,4,"Utica FM"
"208",6246.6,5.73,22.45,1.96,0.001,2.91,1.39,0.81,11.64,0.04,0.2,1.5,10,12.8425,118.16,33.95,75.22,10.88,42.13,124.2,9.75,1,"Utica FM"
"209",6247,4.83,20.11,1.54,0.001,3.03,1.71,0.78,15.75,0.06,0.19,1.5,10,12.95125,104.13,43.12,82.89,22.25,33.98,134.22,13.86,4,"Utica FM"
"210",6247.6,5.09,20.58,1.77,0.38,3.16,1.66,1.63,14.32,0.06,0.17,1.5,98.01,13.005625,117.35,39.18,72,11.46,39.62,147.79,16.72,1,"Utica FM"
"211",6248,6.01,22.45,2.06,0.001,3.12,1.52,0.65,11.16,0.04,0.1,1.5,10,13.06,97.16,36.26,66.79,13.16,41.88,110.66,13.04,1,"Utica FM"
"212",6248.6,5.33,20.13,1.64,0.001,2.93,1.43,1.88,13.9,0.05,0.05,1.5,10,13,110.49,45.39,53.37,8.33,39.04,113.8,12.83,1,"Utica FM"
"213",6249,5.94,22.24,1.84,0.001,2.84,0.97,0.84,13.34,0.06,0.1,1.5,10,12.97,103.83,27.24,59.34,13.27,95.44,140.97,10.66,1,"Utica FM"
"214",6249.6,5.77,21.34,1.79,0.34,2.79,0.78,1.84,14.36,0.05,0.05,1.5,106.62,12.955,88.19,7.5,72.86,11.55,38.08,112.71,9.55,1,"Utica FM"
"215",6250,6.85,23.85,2.37,0.001,3.08,1.31,0.8,10.09,0.05,0.17,1.5,10,12.9475,91.45,33.38,79.45,12.07,114.72,136.5,8.49,1,"Utica FM"
"216",6250.6,7.05,24.3,2.31,0.001,3.11,1.14,0.92,9.18,0.04,0.15,1.5,10,12.94375,100.18,7.5,68.51,6.83,117.29,151.07,10.85,1,"Utica FM"
"217",6251,4.43,13.71,0.47,0.001,2.3,1.04,1.05,35.34,0.42,0.02,7.91,10,12.941875,100.21,31.65,41.86,51.9,13.53,60.42,5,4,"Utica FM"
"218",6251.6,4.2,18.29,1.32,0.001,2.68,1.05,0.3,18.6,0.06,0.14,1.5,10,12.9409375,102.21,26.27,54.75,9.26,31.51,117.96,9.71,4,"Utica FM"
"219",6252,3.64,16.25,1.04,0.21,2.39,0.88,1.07,23.38,0.08,0.14,1.5,59.01,12.94046875,97.54,28.26,156.94,6.39,53.71,117.49,7.67,4,"Utica FM"
"220",6252.6,4.25,18.3,1.29,0.27,2.42,0.83,1.01,20.61,0.07,0.09,1.5,72.5,12.940234375,85.4,34.52,76.88,7.95,23.31,120.37,5,1,"Utica FM"
"221",6253,6.32,23.36,1.97,0.001,2.82,0.97,1.52,11.25,0.04,0.14,1.5,10,12.9401171875,106.85,32.33,63.98,9.8,41.57,119.74,10.83,1,"Utica FM"
"222",6253.6,5.1,22.4,1.49,0.37,2.8,1.08,0.85,16.22,0.07,0.15,1.5,87.18,12.94005859375,108.28,32.73,65.05,9.56,30.86,162.95,10.25,1,"Utica FM"
"223",6254,6.38,24.74,1.97,0.001,3.02,1.29,1.06,12.02,0.04,0.18,1.5,10,12.940029296875,102.5,28.45,69.13,28.56,39.95,132.1,12.91,4,"Utica FM"
"224",6254.6,6.48,24.46,1.98,0.001,2.93,1.36,1.18,12.41,0.05,0.12,1.5,10,12.9400146484375,92.74,29.84,54.46,8.89,39.05,128.35,11.22,1,"Utica FM"
"225",6255,6.77,23.35,2.17,0.001,2.94,2.61,1.18,9.71,0.04,0.1,1.5,10,12.94,97.96,38.65,72.32,10.65,44.75,133.16,18.4,1,"Utica FM"
"226",6255.6,6.48,22.55,1.61,0.001,2.47,1.41,1.08,18.92,0.07,0.08,1.5,10,11.795,84.85,7.5,59.72,6.49,27.33,99.66,8.95,4,"Utica FM"
"227",6256,2.71,10.27,0.78,0.001,2.02,0.66,0.3,32.58,0.11,0.06,1.5,10,11.2225,78.24,7.5,36.18,8.165,43.52,62.88,5,4,"Utica FM"
"228",6256.6,6.04,24.25,1.83,0.42,3,1.23,0.8,12.89,0.05,0.1,1.5,96.47,10.65,100.49,33.94,56.76,9.84,36.58,158.63,13.53,1,"Utica FM"
"229",6257,6.04,24.33,2.05,0.45,3.02,1.23,0.93,10.65,0.05,0.14,1.5,102.4,10.755,78.33,39.86,54.2,10.3,41.08,159.67,12.13,1,"Utica FM"
"230",6257.6,7.27,26.14,2.3,0.47,3.05,1.36,1.88,9.33,0.04,0.11,1.5,129.65,10.86,114.82,37.84,65.83,10.39,47,141.66,12.1,1,"Utica FM"
"231",6258,8.43,29.84,2.46,0.51,3.18,1.28,1.32,7.42,0.04,0.03,1.5,141.59,10.89,102.3,42.6,55.36,9.08,44.8,146.15,8.74,1,"Utica FM"
"232",6258.6,6.49,24.98,2.01,0.001,3.18,1.31,1.91,11.39,0.04,0.14,1.5,10,10.92,101.87,36.62,73.29,10.41,39.42,118.4,12.84,1,"Utica FM"
"233",6259,6.57,26.05,2,0.001,2.96,1.03,1.11,10.78,0.05,0.14,1.5,10,11.04,101.45,7.5,60.03,8.88,95.58,142.25,10.35,1,"Utica FM"
"234",6259.6,6.24,25.17,1.98,0.4,2.94,1.14,0.81,11.13,0.05,0.14,1.5,114.16,11.1,85.53,46.67,62.31,11.61,40.52,138.59,12.16,1,"Utica FM"
"235",6260,5.35,23.26,1.56,0.001,2.73,1.15,1.05,15.9,0.07,0.16,1.5,10,11.13,82.33,37.67,71.64,8.36,31.49,119,9.95,4,"Utica FM"
"236",6260.6,1.86,8.49,1.11,0.12,1.95,1.78,0.87,32.54,0.16,0.02,1.5,31.76,11.145,94.95,7.5,88.29,34.17,42.66,55.28,8.77,4,"Utica FM"
"237",6261,4.35,19.73,1.33,0.28,2.7,1.26,0.98,16.83,0.08,0.12,1.5,69.44,11.1525,112.48,27.44,100.42,8.3,28.71,138.63,10.87,1,"Utica FM"
"238",6261.6,7.56,28.32,2.29,0.44,3.03,1.21,1.62,8.14,0.05,0.09,1.5,125.43,11.16,97.01,31.58,69.46,8.88,45.75,134.47,14.23,1,"Utica FM"
"239",6262,5.25,21.8,1.5,0.3,2.63,1.06,1.02,16.86,0.09,0.03,1.5,72.79,11.155,105.37,30.6,75.79,9.99,33.53,122.01,7.11,1,"Utica FM"
"240",6262.6,5.5,24.41,1.61,0.001,2.75,1,1.87,12.69,0.05,0.07,1.5,10,11.15,108.4,28.51,67.23,26.07,36.42,110.11,9.83,1,"Utica FM"
"241",6263,4.72,21.72,1.39,0.001,2.61,0.92,0.77,16.3,0.07,0.03,1.5,10,10.405,67.75,27.44,64.82,9.44,81.75,110.44,10.12,1,"Utica FM"
"242",6263.6,5.38,24.63,1.55,0.001,2.65,1.07,0.86,15.63,0.06,0.09,1.5,10,10.0325,86.19,33.04,65.9,7.8,30.92,96.17,9.55,4,"Utica FM"
"243",6264,5.55,26.2,1.7,0.001,2.51,0.88,1.51,12.73,0.06,0.03,1.5,10,9.84625,110.67,7.5,64.63,9.95,87.48,128.45,11.3,1,"Utica FM"
"244",6264.6,5.62,26.59,1.73,0.001,2.68,1.05,1.07,11.65,0.06,0.06,1.5,10,9.753125,91.28,39.6,92.87,9.12,93.79,142.19,10.62,1,"Utica FM"
"245",6265,6.21,27.31,1.92,0.37,2.72,1.01,1.5,9.81,0.05,0.02,1.5,111.05,9.66,75.08,33.92,82.16,8.73,39.65,133.54,13.33,1,"Utica FM"
"246",6265.6,7.38,29.8,2.31,0.001,2.67,0.97,1,7.13,0.04,0.1,1.5,10,10.155,76.13,26.68,78.96,11.68,109.59,142.15,11.63,1,"Utica FM"
"247",6266,1.78,7.51,0.37,0.001,1.66,0.76,1.96,36.87,0.21,0.08,1.5,10,10.4025,104.3,32.27,24,10.075,24.01,42.58,9.2,4,"Utica FM"
"248",6266.6,5.58,26.73,1.68,0.001,2.5,0.86,1.53,12.74,0.04,0.03,1.5,10,10.52625,85.35,36.19,77.17,8.47,34.98,102.29,8.05,1,"Utica FM"
"249",6267,4.28,22.67,1.35,0.31,2.53,0.9,1.3,16.1,0.07,0.13,1.5,90.05,10.588125,111.19,37.37,109.72,6.71,28.83,170.69,12.23,1,"Utica FM"
"250",6267.6,5.98,25.63,1.83,0.001,2.82,0.83,1.85,12.23,0.05,0.08,1.5,10,10.6190625,115.99,29.97,69.74,9.47,93.17,127.69,7.88,1,"Utica FM"
"251",6268,7.76,28.68,2.5,0.001,2.79,1.02,1.71,8,0.03,0.05,1.5,10,10.65,104.79,42.55,75.35,9.99,49.03,100.76,11.3,1,"Utica FM"
"252",6268.6,5.04,22.78,1.5,0.001,2.44,0.9,0.8,16.99,0.07,0.09,1.5,10,11.29,86.18,29.06,70.49,8.92,82.48,117.57,5,1,"Utica FM"
"253",6269,4.68,22.01,1.72,0.001,2.8,1.83,0.83,13.2,0.05,0.1,1.5,10,11.93,86.21,34.42,59.75,9.41,35.87,116.33,13.14,1,"Utica FM"
"254",6269.6,7.11,26.6,2.12,0.001,3.02,1.42,1.32,9.9,0.05,0.14,1.5,10,12.305,107.3,7.5,65.55,10.85,103.85,128.64,11.3,1,"Utica FM"
"255",6270,6.06,23.58,1.64,0.32,2.91,1.35,1.53,15.55,0.07,0.1,1.5,89.44,12.4925,120.98,30.45,51.13,6.99,34.46,127.3,8.06,1,"Utica FM"
"256",6270.6,3.21,13,0.85,0.001,2.09,0.84,0.72,28.59,0.13,0.08,1.5,10,12.58625,102.62,31.52,39.34,7.42,56.43,77.75,5,4,"Utica FM"
"257",6271,6.37,25.76,2.03,0.38,2.96,1.37,1.43,11.01,0.05,0.14,1.5,97.67,12.633125,92.99,29.34,64.14,9.58,38.83,134.47,9.18,1,"Utica FM"
