"","Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Chemofacies","Formation"
"258",6271.6,5.68,21.9,1.69,0.32,2.52,1.05,1.16,17.2,0.07,0.14,1.5,93.58,12.6565625,103.92,30.19,47.57,26.46,35.91,110.52,10.74,4,"Utica FM"
"259",6272,5.13,21.35,1.42,0.001,2.63,0.98,1.17,17.3,0.07,0.08,1.5,10,12.66828125,100.09,39.89,45.34,6.51,30.64,96.89,12.92,4,"Utica FM"
"260",6272.6,5.61,23.76,1.78,0.001,2.67,1.06,1.03,14.49,0.05,0.07,1.5,10,12.674140625,84.4,29.98,58.81,9.49,36.34,115.78,9.09,4,"Utica FM"
"261",6273,6.98,23.75,2.11,0.42,2.66,1.3,1.01,11.06,0.07,0.07,1.5,122.97,12.68,86.62,52.91,49.57,17.94,45.47,149.98,9.93,1,"Utica FM"
"262",6273.6,7.21,25.43,2.16,0.001,3.07,1.28,1.57,11.07,0.04,0.05,1.5,10,11.16,90.53,35.47,41.71,12.99,44.87,106.98,14.4,1,"Utica FM"
"263",6274,5.41,22.58,1.92,0.001,2.85,1.07,1.09,11.4,0.06,0.06,1.5,10,10.4,91.34,30.55,52.03,9.68,96.11,132.82,9.34,1,"Utica FM"
"264",6274.6,7.08,25.25,2.22,0.001,2.96,1.21,1.21,10.25,0.04,0.17,1.5,10,10.02,92.59,35.27,58.54,12.03,44.28,107.19,11.73,1,"Utica FM"
"265",6275,4.99,20,1.54,0.3,2.39,0.91,1.23,19.36,0.07,0.15,1.5,82.6,9.83,101.13,7.5,37.06,9.3,26.28,98.9,8.3,1,"Utica FM"
"266",6275.6,6.84,23.84,2.07,0.001,2.97,1.22,1.73,12.97,0.06,0.22,1.5,10,9.735,92.46,30.13,60.72,8.45,99.93,128.13,10.07,1,"Utica FM"
"267",6276,3.39,15.64,1.5,0.19,2.12,0.7,0.88,26.04,0.13,0.2,1.5,45.66,9.6875,85.06,27.3,204.57,35.92,19.84,84.16,5,4,"Utica FM"
"268",6276.6,6.33,23.92,1.81,0.001,2.72,0.89,1.77,13.9,0.07,0.21,1.5,10,9.66375,102.65,43.42,63.37,9.56,92.32,127.17,8.4,1,"Utica FM"
"269",6277,4.31,18.14,1.38,0.27,2.44,0.87,0.71,19.24,0.07,0.11,1.5,67.08,9.651875,111.37,31.99,55.96,8.32,30.05,110.8,6.69,1,"Utica FM"
"270",6277.6,8.22,26.28,2.59,0.001,2.8,1.07,0.81,7.81,0.04,0.09,1.5,10,9.6459375,104.94,27.39,50.87,17.82,52.17,114.8,5,1,"Utica FM"
"271",6278,4.7,16.05,1.23,1.33,2.69,1.27,1,21.2,0.12,0.02,1.5,10,9.64296875,88.37,28.43,62.65,6.48,28.64,89.8,9.17,1,"Utica FM"
"272",6278.6,4.24,18.49,1.38,0.001,2.62,0.89,0.62,18.05,0.07,0.11,1.5,10,9.641484375,95.24,7.5,40.01,8.14,28.39,104.75,10.12,4,"Utica FM"
"273",6279,6.75,24.3,2.28,0.46,3.07,1.24,1.38,9.55,0.05,0.05,1.5,142.83,9.6407421875,95.94,27.99,56.01,8.75,48.54,142.71,14.43,1,"Utica FM"
"274",6279.6,7.41,26.63,2.26,0.001,3.22,1.55,0.95,9.09,0.04,0.06,1.5,10,9.64,101.39,47.26,59.11,10.98,47.12,115.01,13.54,1,"Utica FM"
"275",6280,4.7,17.05,1.12,0.001,2.76,0.9,1.12,22.96,0.08,0.06,1.5,10,11.965,92.97,34.28,42.8,33.89,30,94.93,5,4,"Utica FM"
"276",6280.6,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,13.1275,102.31,40.69,47.9,10.09,45.81,138.86,12.67,1,"Utica FM"
"277",6280.6,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,13.70875,102.31,40.69,47.9,10.09,45.81,138.86,12.67,1,"Utica FM"
"278",6281,6.5,24.41,2.24,0.45,3.13,1.67,0.66,8.46,0.04,0.04,1.5,135.96,14.29,93.87,36.66,44.68,8.63,47.1,139.15,14.29,1,"Utica FM"
"279",6281.6,5.89,22.26,2.08,0.42,3.22,1.42,1.13,8.13,0.04,0.05,1.5,117.63,14.56,104.2,27.33,50.48,9.63,47.21,135.75,13.65,1,"Utica FM"
"280",6282,4.32,19.33,1.41,0.001,2.69,1.2,1.21,16.4,0.07,0.11,1.5,10,14.695,110.73,36.57,58.51,9.57,74.86,152.55,5,1,"Utica FM"
"281",6282.6,5.03,19,1.69,0.35,2.99,1.36,0.88,14.87,0.05,0.02,1.5,106.26,14.7625,112.3,42.92,56.32,8.3,37.77,111.86,8.3,1,"Utica FM"
"282",6283,5.51,19.77,1.92,0.35,2.87,1.42,1.45,14.45,0.06,0.07,1.5,105.64,14.79625,109.03,46.16,60.66,11.01,37.85,123.54,12.72,1,"Utica FM"
"283",6283.6,4.58,19.35,1.58,0.31,2.87,1.35,0.95,14.57,0.07,0.1,1.5,95.26,14.83,94.57,42.69,66.25,7.91,32.22,141.71,9.44,1,"Utica FM"
"284",6284,5.67,19.02,2.05,1.72,2.73,0.94,1.43,9.36,0.05,0.02,1.5,10,14.56,109.8,38.74,46.22,11.22,111.11,137.37,10.5,1,"Utica FM"
"285",6284.6,3.34,12.31,1.01,0.001,2.41,1.01,0.3,25.51,0.12,0.06,1.5,10,14.425,104.9,7.5,55.5,6.49,24.17,79.66,10.59,4,"Utica FM"
"286",6285,5.6,21.26,1.97,0.001,2.82,0.92,0.76,11.76,0.05,0.08,1.5,10,14.3575,93.68,34.16,70.76,8.45,99.3,139.06,9.96,1,"Utica FM"
"287",6285.6,6.49,23.2,2.07,0.41,2.73,1.05,1.26,10.43,0.05,0.18,1.5,105.82,14.32375,100.89,34.31,79.68,14.99,43.22,162.83,14.32,1,"Utica FM"
"288",6280.6,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,14.306875,102.31,40.69,47.9,10.09,45.81,138.86,12.67,1,"Utica FM"
"289",6281,6.5,24.41,2.24,0.45,3.13,1.67,0.66,8.46,0.04,0.04,1.5,135.96,14.29,93.87,36.66,44.68,8.63,47.1,139.15,14.29,1,"Utica FM"
"290",6281.6,5.89,22.26,2.08,0.42,3.22,1.42,1.13,8.13,0.04,0.05,1.5,117.63,14.29,104.2,27.33,50.48,9.63,47.21,135.75,13.65,1,"Utica FM"
"291",6280.6,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,14.29,102.31,40.69,47.9,10.09,45.81,138.86,12.67,1,"Utica FM"
"292",6281,6.5,24.41,2.24,0.45,3.13,1.67,0.66,8.46,0.04,0.04,1.5,135.96,14.29,93.87,36.66,44.68,8.63,47.1,139.15,14.29,1,"Utica FM"
"293",6281.6,5.89,22.26,2.08,0.42,3.22,1.42,1.13,8.13,0.04,0.05,1.5,117.63,14.56,104.2,27.33,50.48,9.63,47.21,135.75,13.65,1,"Utica FM"
"294",6282,4.32,19.33,1.41,0.001,2.69,1.2,1.21,16.4,0.07,0.11,1.5,10,14.695,110.73,36.57,58.51,9.57,74.86,152.55,5,1,"Utica FM"
"295",6282.6,5.03,19,1.69,0.35,2.99,1.36,0.88,14.87,0.05,0.02,1.5,106.26,14.7625,112.3,42.92,56.32,8.3,37.77,111.86,8.3,1,"Utica FM"
"296",6283,5.51,19.77,1.92,0.35,2.87,1.42,1.45,14.45,0.06,0.07,1.5,105.64,14.79625,109.03,46.16,60.66,11.01,37.85,123.54,12.72,1,"Utica FM"
"297",6283.6,4.58,19.35,1.58,0.31,2.87,1.35,0.95,14.57,0.07,0.1,1.5,95.26,14.83,94.57,42.69,66.25,7.91,32.22,141.71,9.44,1,"Utica FM"
"298",6284,5.67,19.02,2.05,1.72,2.73,0.94,1.43,9.36,0.05,0.02,1.5,10,12.65,109.8,38.74,46.22,11.22,111.11,137.37,10.5,1,"Utica FM"
"299",6284.6,3.34,12.31,1.01,0.001,2.41,1.01,0.3,25.51,0.12,0.06,1.5,10,11.56,104.9,7.5,55.5,6.49,24.17,79.66,10.59,4,"Utica FM"
"300",6285,5.6,21.26,1.97,0.001,2.82,0.92,0.76,11.76,0.05,0.08,1.5,10,11.015,93.68,34.16,70.76,8.45,99.3,139.06,9.96,1,"Utica FM"
"301",6285.6,6.49,23.2,2.07,0.41,2.73,1.05,1.26,10.43,0.05,0.18,1.5,105.82,10.7425,100.89,34.31,79.68,14.99,43.22,162.83,14.32,1,"Utica FM"
"302",6286,5.29,19.22,1.69,2.22,2.53,0.88,0.97,11.76,0.05,0.02,1.5,10,10.47,97.55,35.43,64.8,10.72,39.99,108.35,5,1,"Utica FM"
"303",6286.6,5.21,20.97,1.63,0.001,2.54,1,0.91,15.05,0.05,0.14,1.5,10,12.22,94.72,33.95,53.32,29.07,34.99,119.68,12.11,1,"Utica FM"
"304",6287,4.94,20.69,1.64,0.38,2.95,1.67,0.79,13.94,0.06,0.1,1.5,91.06,9.71,124.43,27.39,75.84,8.05,34.58,156.34,14.71,1,"Utica FM"
"305",6287.6,2.31,9.13,0.57,0.001,5.21,5.21,1.08,29.82,0.17,0.12,1.5,10,10.055,98.02,43.99,80.67,8.705,37.41,100.58,5,4,"Utica FM"
"306",6288,5.27,19.35,1.63,0.85,3.09,1.81,0.56,14.94,0.07,0.09,1.5,82.3,10.4,110.59,36.15,68.54,9.36,36.54,134.45,14.96,1,"Utica FM"
"307",6288.6,5.66,20.88,1.85,0.001,2.93,1.49,0.71,13.38,0.06,0.12,1.5,10,10.78,107.84,31.95,54.1,8.85,38.23,110.42,12.32,1,"Utica FM"
"308",6289,5.69,21.84,1.61,0.74,2.76,1.15,1.17,14.2,0.06,0.06,1.5,77.91,12.6,84.89,29.74,52.2,9.34,35.21,120.29,8.46,1,"Utica FM"
"309",6289.6,5.7,22.01,1.87,0.38,2.76,1.14,1,12.97,0.06,0.09,1.5,111.98,14.42,95.48,35.02,51.39,22.74,37.69,142.61,13.25,1,"Utica FM"
"310",6290,5.39,19.14,1.8,1.06,2.68,1.01,0.88,13.08,0.06,0.02,1.5,10,12.81,97.32,41.82,81.05,12.19,93.43,134.17,10.25,1,"Utica FM"
"311",6290.6,3.62,16.83,1.47,0.3,2.67,0.96,0.3,16.98,0.07,0.09,1.5,70.65,12.005,95.65,29.85,65.74,7.71,32.25,139.14,11.25,4,"Utica FM"
"312",6291,4.86,20.01,1.63,0.35,2.63,0.92,1.01,15.46,0.06,0.11,1.5,84.27,11.6025,107.71,27.73,42.73,8.56,33.5,144.69,9.67,1,"Utica FM"
"313",6291.6,6.48,23.76,2.13,0.001,2.84,1.03,0.65,10.36,0.04,0.08,1.5,10,11.40125,77.33,26.22,106.62,7.83,42.83,122.11,11.65,1,"Utica FM"
"314",6292,6.01,23.39,2.04,0.001,2.9,1.16,1.14,10.31,0.04,0.05,1.5,10,11.300625,94.99,37.09,56.08,8.08,101.56,166.88,14.3,1,"Utica FM"
"315",6292.6,6.63,23.83,2.27,0.001,2.94,1.08,1.18,8.8,0.04,0.02,1.5,10,11.2503125,101.77,37.19,53.47,10.76,115.01,138.2,12.61,1,"Utica FM"
"316",6293,5.41,19.89,1.79,0.001,3.04,1.44,0.64,15.14,0.06,0.05,1.5,10,11.22515625,117.5,39.28,59.06,10.08,102.68,123.85,12.24,1,"Utica FM"
"317",6293.6,6.49,23.15,2.11,0.4,2.9,1.25,0.98,10.87,0.05,0.02,1.5,107.71,11.212578125,91.54,30.19,48.71,32.52,43.53,119.58,14.82,4,"Utica FM"
"318",6294,4.16,13.4,1.56,0.17,2.25,0.98,0.3,28.64,0.11,0.05,1.5,42.39,11.2062890625,109.38,7.5,67.47,5.36,21.67,86.82,8.41,4,"Utica FM"
"319",6294.6,5.35,19.86,1.66,0.33,2.67,1.04,1.34,16.03,0.07,0.08,1.5,109.77,11.20314453125,104.95,35.34,73.42,7.96,35.3,126.25,8.46,1,"Utica FM"
"320",6295,5.37,19.85,1.77,0.34,2.99,1.37,1.38,15.23,0.06,0.12,1.5,101.88,11.2,111.94,31.21,63.82,9.88,35.76,144.34,13.47,1,"Utica FM"
"321",6295.6,6.2,21.13,2,0.37,2.91,1.07,1.45,13.56,0.06,0.11,1.5,103.6,10.865,97.87,45.85,95.12,10.54,40.5,133.47,10.44,1,"Utica FM"
"322",6296,6.3,21.15,2.03,1.53,3.02,1.37,1.18,11.08,0.05,0.02,1.5,118.69,10.6975,96.08,42.13,71.99,9.91,42.93,145.12,14.9,1,"Utica FM"
"323",6296.6,6.39,22.53,2.1,0.39,2.94,1.26,1.02,11.86,0.05,0.08,1.5,111.63,10.53,106.78,21.25,74.74,8.28,41.47,136.23,14.87,1,"Utica FM"
"324",6297,5.8,21.15,1.92,0.001,2.93,1.38,1.14,12.3,0.05,0.07,1.5,10,11.075,78.52,26.56,63.3,8.49,101.16,120.47,16.29,1,"Utica FM"
"325",6297.6,6.34,22.27,2.08,0.001,3.04,1.51,0.71,12.42,0.04,0.02,1.5,10,11.62,95.35,40.11,49.72,11.73,43.47,113.25,12.41,1,"Utica FM"
"326",6298,5.35,21.02,2.02,0.001,2.8,1.13,0.71,13.17,0.05,0.02,1.5,10,12.06,69.15,48.27,34.38,7.82,39.77,103.75,12.7,1,"Utica FM"
"327",6298.6,6.39,23.03,1.96,0.001,2.87,1.25,1.21,12.98,0.05,0.02,1.5,10,13.01,108.53,27.21,40.5,11.06,99.48,132.28,14.43,1,"Utica FM"
"328",6299,5.67,21.26,1.92,0.001,2.92,1.19,1.09,12.85,0.06,0.03,1.5,10,13.485,85.51,46.38,40.58,7.1,97.55,137.17,9.33,1,"Utica FM"
"329",6299.6,6.13,22.32,2.05,0.001,3.03,1.24,1.33,10.83,0.04,0.05,1.5,10,13.7225,105.48,44.14,54.56,11.31,43.47,104.17,13.99,1,"Utica FM"
"330",6300,6.17,20.87,1.86,1.66,2.76,1.01,1.42,12,0.04,0.02,1.5,10,13.96,102.89,26.75,66.88,8.71,42.45,106.93,8.91,1,"Utica FM"
"331",6300.6,6.57,22.51,1.98,0.001,2.86,1.12,1.56,12.91,0.05,0.06,1.5,10,11.91,105.31,59.57,45.16,10.57,41.74,107.99,11.73,1,"Utica FM"
"332",6301,7.12,23.51,2.17,0.001,3.1,1.37,1.56,11.72,0.05,0.04,1.5,10,9.14,91.39,34.67,43.75,8.48,105.56,133.57,9.06,1,"Utica FM"
"333",6301.6,4.92,19.16,1.61,0.001,3.06,1.48,0.3,15.94,0.06,0.07,1.5,10,7.755,98.48,31.57,35.73,7,99.06,124.96,14.8,1,"Utica FM"
"334",6302,5.01,20.73,1.93,0.001,2.75,1.18,0.91,11.96,0.06,0.06,1.5,10,7.0625,73.55,31.27,45.85,10.75,100.75,121.73,9.61,1,"Utica FM"
"335",6302.6,5.9,21.25,1.76,0.001,3.14,1.65,1.55,14.97,0.05,0.08,1.5,10,6.71625,110.8,45.02,37.87,6.91,38.59,103.33,15.29,1,"Utica FM"
"336",6303,6.63,24.21,2.08,0.001,3.09,1.46,1,10.13,0.05,0.02,1.5,10,6.543125,97.95,34.72,23.8,11.84,107.72,136.17,14.27,1,"Utica FM"
"337",6303.6,3.63,15.64,0.99,0.001,2.36,0.81,0.85,23.49,0.12,0.19,1.5,10,6.4565625,101.08,7.5,49.93,30.1,21.55,80.37,8.72,4,"Utica FM"
"338",6304,7.11,24.7,2.24,0.43,3.05,1.34,1.35,10.02,0.05,0.09,1.5,123.58,6.37,93.81,27.71,46.19,10.09,45.07,127.23,12.56,1,"Utica FM"
"339",6304.6,5.29,20.77,1.57,0.001,2.89,1.52,1.14,17.24,0.07,0.06,1.5,10,9.43,79.1,36.86,42.68,5.85,82.21,113.97,10.44,1,"Utica FM"
"340",6305,5.37,22.12,1.85,0.34,2.78,1.15,1.33,12,0.05,0.08,1.5,87.37,10.96,84.33,30.63,45.8,10.36,40.55,128,10.12,1,"Utica FM"
"341",6305.6,6.37,23.32,2,0.39,2.92,1.4,1.68,11.57,0.06,0.12,1.5,116.24,12.49,109.33,44.26,48.4,8.06,42.47,126.39,10.49,1,"Utica FM"
"342",6306,5.48,20.42,1.69,0.001,2.83,1.22,1.31,15.32,0.06,0.1,1.5,10,12.505,94.17,32.12,37.1,8.67,85.82,116.87,16.9,1,"Utica FM"
"343",6306.6,5.01,21.11,1.55,0.001,3.09,1.93,1.31,16.5,0.07,0.09,5.75,10,12.5125,122.14,43.03,40.32,7.04,78.56,123.92,18.4,1,"Utica FM"
"344",6307,5.91,22.76,1.85,0.35,3.05,1.98,1.32,13.38,0.07,0.03,1.5,101,12.52,98.02,51.16,41.32,9.27,37.5,122.74,12.52,1,"Utica FM"
"345",6307.6,6.18,24.35,1.89,0.38,3.42,2.33,1.11,11.2,0.06,0.02,1.5,106.97,12.55,120.26,50.41,35.72,8.66,40.2,131.72,14.5,1,"Utica FM"
"346",6308,6.01,23.55,1.9,0.37,2.79,1.37,1.41,12.42,0.05,0.07,1.5,98.14,12.445,100.62,27.91,32.63,11.18,40.08,121.1,13.98,1,"Utica FM"
"347",6308.6,5.73,23.37,1.83,0.001,2.66,1.43,1.76,13.43,0.06,0.11,1.5,10,12.3925,123.63,7.5,48.56,9.12,92.32,120.88,14.39,1,"Utica FM"
"348",6309,6.04,24.67,1.82,0.35,2.83,1.53,1.72,11.6,0.05,0.1,1.5,98.63,12.34,90.96,49.96,71.44,9.2,39.28,127.84,14.36,1,"Utica FM"
"349",6309.6,6.02,24.82,1.98,0.001,2.86,1.6,1.28,10.4,0.04,0.06,1.5,10,11.69,101.96,30.76,43.29,7.3,42.2,94.05,11.97,1,"Utica FM"
"350",6310,6.08,24.25,1.95,0.56,2.85,1.36,0.92,10.32,0.05,0.06,1.5,108.48,12.2,100.83,41.45,73.17,10.76,41.63,135.02,10.25,1,"Utica FM"
"351",6310.6,5.84,23.97,1.82,0.001,2.81,1.45,1.15,11.77,0.05,0.07,1.5,10,11.65,110.33,31.54,66.14,24.34,39.39,107.32,12.7,1,"Utica FM"
"352",6311,6.41,25.61,2.13,0.43,3.01,1.49,1.49,8.45,0.04,0.03,1.5,135.72,12.74,106.43,44.95,58.57,14.6,45.04,138.22,12.36,1,"Utica FM"
"353",6312,5.51,24.55,1.78,0.001,2.79,1.56,1.35,12.33,0.05,0.07,1.5,10,13.35,102.16,35.43,35.45,25.12,38.11,99.69,8.78,1,"Utica FM"
"354",6313,4.86,22.34,1.57,0.29,2.61,1.3,0.99,15.08,0.07,0.1,4,87,11.73,108,44.69,44.56,8.53,33.17,113.35,10.12,1,"Utica FM"
"355",6314,5.63,24.07,1.71,0.33,2.58,1.36,1.07,13.15,0.05,0.08,1.5,110.42,10.11,93.75,45.18,33.99,7,39.29,122.36,9.34,1,"Utica FM"
"356",6315,6.63,27.51,1.98,0.39,2.98,1.92,1.02,10.14,0.04,0.02,3.6,120.3,9.04,106.56,27.99,31.89,7.54,41.82,120.72,14.38,1,"Utica FM"
"357",6316,5.15,23.02,1.41,0.29,2.4,1.29,1.44,17.39,0.06,0.06,1.5,66.52,13.11,105.48,32.81,32.18,5.68,28.19,116.66,12.92,1,"Utica FM"
"358",6317,5.89,25.96,1.9,0.37,2.35,1.09,0.91,11.23,0.05,0.12,1.5,100.46,13.87,115.98,35.25,37.15,9.14,38.7,127.89,12.81,1,"Utica FM"
"359",6318,5.54,25.03,1.64,0.001,2.32,1.6,0.53,16.17,0.09,0.13,1.5,10,11.35,94.78,7.5,31.81,23.63,32.3,81.8,13.42,4,"Utica FM"
"360",6319,4.03,18.85,1.13,0.001,2.11,0.97,1.46,22.7,0.09,0.1,1.5,10,10.09,95.06,32.6,35.04,20.06,23.63,63.47,9.24,4,"Utica FM"
"361",6320,5.57,23.6,1.6,0.27,2.29,1.25,2.12,16.28,0.09,0.1,1.5,80.89,9.46,112.72,26.51,85.49,5.21,32.3,100.79,10.56,1,"Utica FM"
"362",6321,5.26,23.18,1.65,0.3,2.32,1.27,1.16,15.42,0.08,0.03,1.5,80.1,9.145,90.01,31.89,31.8,27.05,34.67,105.91,13.71,4,"Utica FM"
"363",6322,3.93,18.27,1.28,0.001,2.3,1.14,0.3,20.07,0.1,0.1,1.5,10,8.9875,92.47,39.24,37.98,7.96,63.71,84.44,20.19,4,"Utica FM"
"364",6323,5.18,20.38,1.48,0.25,2.38,1.39,1.41,18.58,0.1,0.08,1.5,77.69,8.90875,101.57,36.23,31.03,8.42,31.69,85.3,21.89,1,"Utica FM"
"365",6324,4.82,21.26,1.51,0.001,2.14,1.37,0.63,18.68,0.1,0.1,1.5,10,8.869375,109.02,37.38,29.63,8.14,74.06,92.65,18.39,4,"Utica FM"
"366",6325,4.11,18.86,1.28,0.001,2.22,1.16,1,19.38,0.11,0.23,1.5,10,8.8496875,84.64,30.6,49.56,8,70.92,109.68,16.61,4,"Utica FM"
"367",6326,6.23,26.17,1.81,0.001,2.69,1.87,1.31,13.03,0.06,0.11,1.5,10,8.83984375,108.21,36.23,58.71,7.86,37.44,88.68,15.05,1,"Utica FM"
"368",6327,6.42,27.3,1.87,0.001,2.46,1.56,1.21,10.85,0.06,0.1,1.5,10,8.834921875,97.35,34.78,51.22,7.85,95.54,111.13,17.07,1,"Utica FM"
"369",6328,4.6,21.57,1.32,0.001,2.17,1.11,1.1,18.67,0.08,0.12,1.5,10,8.8324609375,101.68,28.07,55.56,21.06,26.65,68.79,16.21,4,"Utica FM"
"370",6329,5.23,24.19,1.51,0.26,2.53,1.55,1.77,15.15,0.08,0.12,1.5,91.61,8.83123046875,109.8,28.04,89.39,8.08,30.71,100.06,11.03,1,"Utica FM"
"371",6330,3.37,18.82,1.01,0.001,1.66,0.99,0.93,23.12,0.1,0.15,1.5,10,8.830615234375,101.68,30,80.82,7.845,54.64,62.44,10.32,4,"Utica FM"
"372",6331,4.67,22.8,1.41,0.001,2.05,1.35,1.07,17.12,0.08,0.1,5.21,10,8.8303076171875,101.78,41.78,73.56,7.7275,26.83,71.32,11.89,4,"Utica FM"
"373",6332,4.58,20.45,1.24,0.001,2.09,1.49,1.16,20.25,0.09,0.06,6.29,10,8.83015380859375,110.04,47.51,56.68,7.66875,25.92,64,13.42,4,"Utica FM"
"374",6333,3.89,18.75,1.12,0.001,2.32,1.41,1.54,21.16,0.1,0.12,1.5,10,8.83007690429687,91.68,32.98,69.63,7.639375,21.74,68.58,13.23,4,"Utica FM"
"375",6334,5.21,22.93,1.68,0.26,1.96,1.22,1.25,14.86,0.07,0.05,1.5,70.72,8.83003845214844,117.05,46.08,25.84,7.61,32.13,88.42,8.84,1,"Utica FM"
"376",6335,1.43,8.44,0.88,0.06,1.54,1.38,1.06,34.25,0.24,1.3,6.58,10,8.83001922607422,126.96,38.93,21.81,7.17,28.8,58.1,15.39,4,"Utica FM"
"377",6336,5.15,22.85,1.61,0.78,1.88,1.24,0.63,15.05,0.08,0.09,5.14,64.26,8.83000961303711,105.09,40.12,13.56,6.73,32.88,86.66,10.47,1,"Point Pleasant FM"
"378",6337,4.76,19.42,1.46,0.001,2.7,2.54,1.74,19.47,0.1,0.08,5.38,10,8.83000480651856,99.33,57.34,23.13,7.06,25.79,81.97,16.07,4,"Point Pleasant FM"
"379",6338,4.71,21.73,1.55,0.23,1.87,1.35,0.89,17.69,0.09,0.1,1.5,55.44,8.83000240325928,75.62,53.91,25.87,7.11,27.67,84.37,13.81,1,"Point Pleasant FM"
"380",6339,3.96,17.71,1.24,0.17,1.67,1.11,1.35,21.97,0.11,0.07,1.5,68.19,8.83000120162964,95.54,7.5,33.18,7.06,58.9,83.27,6.93,4,"Point Pleasant FM"
"381",6340,3.73,18.58,1.22,0.16,1.6,1.49,0.3,21.07,0.11,0.08,5.34,56.24,8.83000060081482,108,27.44,36.98,7.23,60.27,75.44,7.63,4,"Point Pleasant FM"
"382",6341,3.17,16.91,1.62,0.13,1.3,1.52,0.3,23.23,0.11,0.13,4.91,39.52,8.83000030040741,106.29,25.23,45.26,7.4,46.1,64.18,9.39,4,"Point Pleasant FM"
"383",6342,3.97,17.94,1.22,0.47,1.36,1.16,1.34,20.62,0.1,0.02,7.56,45.27,8.83000015020371,95.22,47.83,27.08,6.26,57.11,69.58,8.55,4,"Point Pleasant FM"
"384",6343,3.75,19.07,1.22,0.17,1.99,1.75,1.37,19.47,0.1,0.12,5.03,60.93,8.83000007510185,113.42,37.55,34.91,6.415,23.9,74.85,13.15,4,"Point Pleasant FM"
"385",6344,2.14,9.21,0.86,1.2,1.45,1.46,1,32.49,0.17,0.05,6.21,10,8.83000003755093,108.25,37.8,13.28,6.4925,24.43,35.33,10.13,4,"Point Pleasant FM"
