Depth_ft,Al_wt%,Si_wt%,K_wt%,Ti_wt%,Fe_wt%,S_wt%,Mg_wt%,Ca_wt%,Sr_wt%,P_wt%,Mo_ppm,V_ppm,U_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Th_ppm,Rb_ppm,Zr_ppm,Pb_ppm,Chemofacies
7848.6,9.59,27.25,2.86,0,3.76,0.88,1.22,5.2,0.02,0,0,0,0,0,0,0,0,60.75,115.03,0,3
7849,9.57,26.32,2.7,0,3.6,1.16,1.53,6.39,0.03,0,0,0,0,0,30.59,85.15,0,57.59,105.49,22.98,3
7849.6,9.11,25.92,2.77,0,3.72,1.45,0.99,6.98,0.03,0,0,0,0,0,0,112.13,0,57.03,107.68,0,3
7850,8.13,24.55,2.69,0,3.57,0.94,0.78,7.36,0.03,0,0,0,0,0,0,0,0,55.16,102.93,0,3
7850.6,5.35,16.8,1.4,0,2.49,0.77,1.25,20.93,0.07,0,0,0,0,0,0,64.86,0,31.52,78.02,18.09,3
7851,8.79,23.54,2.31,0,4.05,1.88,1.15,10.78,0.04,0,0,0,0,0,0,85.37,22.59,48.98,103.83,38.89,3
7851.6,9.5,28.19,2.7,0,3.61,1.23,0.98,6.88,0.03,0,0,0,0,0,0,0,0,52.17,105.27,0,3
7852,7.14,22.88,2.22,0,3.73,1.64,0.65,10.46,0.04,0,0,0,0,82.95,39.9,83.15,0,46.22,128.19,36.84,3
7853,5.96,19.48,2.08,0,3.05,0.79,0.49,14.37,0.05,0,0,0,0,0,0,75.66,0,43.21,96.75,19.22,3
7854,5.97,18.66,2.47,0.41,3.82,0.99,0.51,9.39,0.04,0,0,0,0,0,0,61.79,0,50.19,101.88,31.91,3
7855,6.71,21.05,2.08,0,3.18,1.56,1.02,13.01,0.05,0,0,0,10.72,0,0,57.47,0,41.5,107.01,26.86,3
7856,5.89,18.21,1.95,0,2.99,0.89,1.01,15.95,0.05,0,0,0,0,0,0,59.2,0,41.82,97.53,19.27,3
7857,7.47,23.88,2.44,0,3.33,0.94,0.82,8.75,0.03,0,0,0,0,81.09,0,59.69,0,50.72,113.71,27.32,3
7858,7.68,23.5,2.54,0,3.56,1.52,0.68,9.05,0.04,0,0,0,0,0,0,104.14,16.95,51.01,100.58,42.22,3
7859,1.56,5.49,0.39,0,1.12,0.56,0.61,38.34,0.18,0,3.51,0,0,0,0,24.97,29.26,10.65,19.79,0,5
7860,2.74,9.3,0.71,0,1.6,0.62,0.48,33.12,0.12,0,0,0,0,0,0,0,0,16.71,0,0,5
7861,1.67,5.29,0.33,0,1.58,1.08,0,40.14,0.2,0,0,0,0,0,0,25.45,20.25,7.14,22.37,8.04,5
7862,6.32,22.02,1.93,0,2.85,1.23,0.57,14.45,0.06,0,0,0,0,0,0,94.55,22.82,41.16,114.27,39.12,3
7863,13.58,23.13,4.93,0,1.9,0.64,0.59,0.21,0,0,0,0,10.72,0,0,0,66.88,80.07,201.24,21.36,3
7864,6.76,23.87,2.07,0,2.88,1.13,0.71,12.43,0.04,0,0,0,0,0,0,0,0,42.98,109.48,0,3
7865,6.42,22.5,2.1,0,3.11,2.57,0.47,11.39,0.04,0,0,0,0,0,0,0,0,45.69,107.45,0,3
7866,5.49,21.01,1.83,0,2.59,1.11,0.64,14.63,0.06,0,0,0,0,0,0,0,0,38.43,104.31,0,3
7867,5.68,21.69,1.84,0,2.28,1,0.67,15.07,0.05,0,0,0,0,0,0,85.84,18.7,37.38,103.59,12.65,3
7867.8,2.31,7.17,0.47,0,2.66,4.37,0,36.1,0.27,0,0,0,0,0,0,0,0,0,0,0,4
7868,6.95,25.58,2.11,0,2.67,1.03,0.99,10.39,0.04,0,0,0,0,0,0,76.09,0,42.94,102.31,27.24,3
7869,5.91,22.27,1.89,0,2.72,1.99,0.5,13.77,0.05,0,0,0,0,0,0,70.09,0,37.87,108.04,34.42,3
7870,5.17,19.65,2,0,2.4,1.04,0,14.34,0.05,0,0,0,0,0,0,88.59,16.14,39.57,88.66,19.77,3
7871,4.42,18.52,1.59,0,2.19,3.06,0.54,16.62,0.06,0,0,0,0,0,0,0,0,33.69,90.92,0,3
7872,6.22,24.02,1.93,0.38,2.74,1.59,0.82,12.36,0.05,0,0,0,0,0,0,81.17,20.22,41.54,95.96,22.84,3
7873,6.41,23.79,2.07,0,2.9,1.5,0.84,11.27,0.04,0,0,0,0,0,0,0,0,43.77,97.07,0,3
7874,6.02,23.47,1.94,0,2.94,2.8,0.57,12.06,0.05,0,0,0,0,0,0,157.12,0,41.5,93.19,32.25,3
7875,5.94,20.63,1.78,0,2.21,1.1,0.89,16.78,0.06,0,0,0,0,0,0,64.18,0,35.09,87.86,18.84,3
7876,6.64,20.91,2.44,0,2.78,1.17,0.68,11.57,0.04,0,0,0,0,0,0,79.34,0,49.04,93.9,31.92,3
7878,5.83,21.47,1.95,0,2.92,1.62,0.99,12.24,0.04,0,0,0,0,0,47.09,68.87,0,40.85,86.67,30.26,3
7879,6.62,21.87,2.06,0,2.89,1.77,0.68,13.92,0.05,0,0,0,0,0,0,60.92,19.87,41.64,85.64,32.77,3
7880,6.14,21.28,1.94,0,2.61,1.39,0.88,15.04,0.05,0,0,0,0,0,0,0,0,40.42,85.65,0,3
7881,5.17,19.37,1.57,0,2.35,1.83,0.98,18.64,0.06,0,0,0,0,0,0,89.54,0,33.66,95.67,20.68,3
7882,6.27,22.97,2.05,0,2.99,1.74,0.7,11.91,0.04,0,0,0,0,0,28.11,128.12,14.99,42.72,98.5,35.02,3
7883,7.15,24.58,2.25,0,3.1,1.46,1.18,10.52,0.04,0,0,0,0,73.04,0,89.12,19.4,46.23,109.51,29.91,3
7884,6.02,20.62,2.3,0.44,2.86,1.49,0.61,13.18,0.04,0,0,0,0,0,0,88.16,24.96,44.23,104.29,17.57,3
7885,7.48,25.82,2.27,0,3.15,1.62,0.61,9.44,0.04,0,0,0,0,0,0,119.15,0,48.9,112.61,0,3
7886,6.56,21.36,2.01,0,3.45,3.12,1.11,13.58,0.04,0,0,0,0,77.22,0,36.66,0,41.6,90.33,46.11,3
7887,5.59,22.7,1.91,0,2.4,0.97,0.49,13.42,0.05,0,0,0,0,0,0,78.58,0,40.17,96.15,19.53,3
7888,7.45,24.8,2.31,0,3.65,1.84,0.92,8.16,0.03,0,0,0,0,0,43.09,71.71,17.39,47.4,95.52,45.95,3
7889,5.74,21.8,2.11,0,3.26,1.68,0.72,9.4,0.03,0,0,0,0,0,0,0,0,46.17,103.57,0,3
7891,6.29,23.23,1.94,0,3.02,2.76,0.79,12.7,0.04,0,0,0,0,0,34.8,51.97,0,40.27,89.38,32.51,3
7892,5.66,20.31,1.79,0,2.55,1.78,0.59,15.81,0.05,0,0,0,0,0,45.2,80.76,0,37.27,89.01,20.79,3
7893,6.58,23.55,2.14,0,3.01,2.27,0.52,11.85,0.04,0,0,0,0,0,0,0,0,44.01,100.2,0,3
7894,6.9,24.07,1.96,0,2.72,1.44,0.77,12.69,0.04,0,0,0,0,0,0,0,0,39.38,98.79,0,3
7896,5.24,19.2,1.77,0,2.52,1.48,0.75,15.81,0.05,0,0,0,0,0,39.14,81.66,0,31.75,96.85,29.99,3
7897,5.85,23.47,1.84,0,2.52,1.93,0.64,12.88,0.04,0,0,0,0,0,46.22,96.86,0,39.23,104.25,28.17,3
7898,5.74,20.6,2.01,0,2.87,1.82,0.79,12.01,0.05,0,0,0,0,0,30.21,62.41,0,37,86.48,43.1,3
7899,5.84,21.6,1.91,0,2.46,1.52,1.04,15.06,0.05,0,0,0,0,0,42,62.24,0,37.91,95.59,18.99,3
7900,5.78,19.5,1.55,0,2.09,1.29,0.48,19.58,0.07,0,0,0,0,0,0,23.73,0,29.62,100.46,22.57,3
7902,6.94,23.25,1.97,0,2.93,2.37,1.43,12.66,0.05,0,0,0,0,0,0,0,0,36.75,102.2,0,3
7903,6.1,23.22,2.01,0,2.35,1.25,0.64,12.65,0.04,0,0,0,10.09,0,0,75.6,0,41.01,88.87,19.11,3
7904,6.22,23.03,1.88,0,2.32,1.2,0.65,13.7,0.05,0,0,0,0,0,42.8,77.1,15.45,36.43,106.69,15.81,3
7905,4.75,22.6,1.62,0,2.59,1.72,0.4,13.02,0.04,0,0,0,0,0,0,0,0,35.52,100.27,0,3
7906,5.09,16.55,1.27,0,1.99,1.36,0.73,23.94,0.09,0,0,0,0,0,0,0,0,22.75,59.94,0,3
7908,4.85,19,1.74,0,2.03,1.15,0.83,17.33,0.06,0,0,0,0,0,0,0,0,33,82.56,0,3
7909.3,6.05,18.43,1.78,0,4.7,5.17,0.67,16.84,0.05,0,8.32,0,0,0,47.75,24.6,0,35,76.51,79.4,3
7910,6.73,22.64,2.1,0,2.49,1.15,0.74,12.25,0.04,0,0,0,0,0,36.07,49.12,0,41.07,90.95,28.17,3
7911,5.08,16.48,1.49,0,7.52,11.11,1.02,13.59,0.05,0,42.88,0,0,115.36,109.57,212.73,0,34.17,91.01,109.41,2
7912,6.71,23.42,1.86,0,2.85,2.52,0.77,13.52,0.05,0,0,0,0,0,49.02,86.27,0,36.6,107.67,46.13,3
7914,6.11,20.57,1.96,0,2.87,2.65,0.74,13.4,0.04,0,0,0,0,0,42.79,78.16,0,41.64,92.58,21.82,3
7915,5.54,19.1,1.69,0,2.38,1.53,0.92,17.94,0.05,0,0,0,0,0,0,0,0,31.68,91.88,0,3
7916,2.48,7.88,0.61,0,1.9,1.87,1.18,34.58,0.1,0,0,0,0,0,0,0,0,12.96,0,0,5
7917,3.56,13.28,1.5,0,2.06,1.26,0.64,19.13,0.07,0,0,0,0,0,34.24,36.35,0,33.06,90.7,19.12,3
7918,6.5,21.55,2.03,0,2.99,2.42,0.45,13.99,0.09,0.42,0,0,11.23,94.55,58.61,58.61,23.06,30.6,95.96,36.11,1
7920,6.01,19.4,1.98,0,3.33,5.01,0.56,15.09,0.05,0,0,0,0,74.95,41.64,27.12,0,39.6,69.88,45.55,3
7921,4.78,17.3,1.65,0,2.03,2.08,0,20.25,0.06,0,0,0,0,0,30.34,72.13,0,31.49,76.53,19,3
7922,5.92,21.04,1.94,0,2.48,2.86,0.62,14.92,0.05,0,0,0,0,68.22,34.47,113.69,0,39.26,93.04,25.33,3
7923,5.21,17.48,1.7,0,1.99,1.48,0.6,17.5,0.06,0,0,0,0,68.17,43.58,342.03,0,33.71,98.98,15.77,3
7924,5.31,14.93,1.44,0,2.52,2.37,0.89,24.88,0.08,0,4.63,0,0,0,0,25.01,0,25.54,57.08,25.19,3
7926,0.7,2.14,0.05,0,0,0.37,0,44.33,0.03,0,0,0,0,0,0,0,0,0,0,0,5
7927,5.06,15.71,1.55,0,2.45,1.43,1.37,19.77,0.07,0,0,0,0,0,0,0,0,31.47,71.25,0,3
7928,1.89,6.51,0.5,0,0.9,0.9,0.76,37.72,0.04,0,0,0,0,0,0,19.46,0,8.3,26.06,0,5
7930,0.4,1.18,0,0,0.28,0.15,0,46.66,0.06,0,0,0,0,0,0,0,0,0,0,0,5
7931,7.52,20.73,2.27,0,3.52,2.18,1.11,11.12,0.03,0.42,0,0,0,0,0,36.9,18.12,44.78,101.47,14.16,4
7933,1.68,6.28,0.35,0,0,0.7,0,38.11,0.14,0.14,0,0,0,0,0,0,0,0,0,0,5
7934,3.11,7.54,0.62,0,0.73,0.66,0,38.35,0.03,0,0,0,0,0,0,0,0,9.1,20.84,0,5
7936,1.21,3.9,0.26,0,0,0.49,0,41.14,0.12,0,0,0,0,0,0,0,0,0,0,0,5
7937,6.96,20.37,2.17,0,2.64,1.3,0.87,14.55,0.06,0.21,0,0,0,0,0,92.85,0,43.79,98.42,0,3
7938,7.56,21.5,2.24,0,2.49,1.13,0.78,13.55,0.05,0.09,0,0,0,0,0,65.88,0,44.32,90.53,9.99,3
7939,6.21,17.73,1.91,0,2.39,1.12,1,17.85,0.06,0.13,0,0,0,0,0,43.78,0,37.99,90.92,12.73,3
7940,3.27,10.38,0.92,0,1.57,0.95,0.65,30.29,0.1,0.03,0,0,0,0,0,17.37,0,20.28,62.32,0,5
7941,2.78,8.37,0.66,0,0.98,0.56,0,35.92,0.08,0.13,0,0,0,0,0,0,0,11.9,36.81,0,5
7943,4.35,12.08,1.35,0,1.46,1.06,0,29.76,0.1,0.9,0,0,0,0,0,24.15,0,21.77,60.68,0,4
7944,0.55,1.67,0.06,0,0.89,0.87,0,43.75,0.12,0,4.16,0,0,0,0,0,0,1.81,9.18,0,5
7945,0.53,1.62,0.07,0,0.48,0.65,0,44.64,0.12,0,0,0,0,0,0,0,0,1.9,0,0,5
7946,3.88,11.29,1.17,0,1.37,0.89,0.67,29.38,0.1,0.57,0,0,0,0,0,28.41,0,21.09,61.04,0,4
7947,6.42,17.95,1.81,0,2.25,1.36,0.88,19.63,0.08,0.55,0,0,0,0,0,39.1,0,33.55,76.23,9.68,4
7949,3.82,11.69,1.22,0,1.67,1.34,0.59,27.23,0.09,0.59,0,0,0,0,0,35.17,0,22.47,56.59,0,4
7950,5.11,14.41,1.48,0,2.3,2.22,1.05,21.87,0.08,0.43,0,0,0,0,0,32.22,0,29.11,75.53,0,4
7951,4.53,13.96,1.36,0,1.96,1.82,0.78,24.67,0.09,0.46,0,0,0,0,0,119.05,0,26.87,63.9,0,4
7952,3.43,10.98,1.02,0,1.7,1.56,0,28.39,0.1,0.35,0,0,0,0,0,25.4,0,20.4,67.17,0,4
7953,3.25,9.76,0.75,0,1.3,1.24,1.06,32.15,0.11,0.24,0,0,0,0,0,0,0,15.17,45.23,0,4
7955,5.3,16.23,1.59,0,2.09,2.05,0.65,23.68,0.08,0.65,0,0,0,0,0,47.73,0,28.46,67.31,11.31,4
7956,2.33,6.76,0.59,0,0.77,0.66,0,37.2,0.04,0,0,0,0,0,0,0,0,11.35,22.09,0,5
7957,6.92,19.5,2.8,0,3.33,1.26,0.5,7.93,0.03,0,0,0,0,0,0,41.84,16.32,61.25,107.58,0,3
7958,0.47,1.61,0.03,0,0.23,0.41,0,44.35,0.11,0,0,0,0,0,0,0,0,0,0,0,5
7959,1.78,5.13,0.41,0,0.41,0.53,0,40.55,0.04,0,0,0,0,0,0,0,0,7.23,14.36,0,5
7961,0.23,1.04,0,0,0,0.21,0,45.87,0.08,0,0,0,0,0,0,0,0,0,0,0,5
7962,7.19,18.87,2.22,0,2.41,2.16,0.77,16.96,0.05,0.48,0,0,0,0,0,41.54,0,41.14,82.03,0,4
7963,0.3,1.42,0.08,0.01,0.13,0.2,0,46.14,0.1,0.09,0,0,0,82.37,0,13.42,0,4.97,0,0,5
7964,0.81,3.18,0.14,0,0.63,0.77,0,41.6,0.1,0,0,0,0,76.94,0,0,0,12.6,15.37,0,5
7965,0.41,1.32,0,0,0.15,0.32,0,46.3,0.08,0,0,0,0,94.41,0,0,0,0,0,0,5
7966.1,0.44,2.21,0.08,0.37,0.15,0.18,0,44.56,0.07,0.07,0,0,0,96.59,0,19.8,0,6.69,10.26,0,5
7967,0.24,1.69,0.09,0.33,0.14,0.26,0,45.61,0.1,0,0,0,0,85.61,0,11.83,18.97,3.92,0,7.41,5
7968,0.42,1.73,0.04,0.36,0.17,0.17,1.18,44.02,0.08,0,0,0,0,84.92,0,16.69,0,5.54,0,0,5
7969,0.48,2.4,0.03,0,0.22,0.21,0,45.79,0.08,0,0,0,0,102.76,0,13.96,0,0,0,0,5
7970,0.68,6.01,0.08,0,0.32,0.62,0,40.32,0.1,0.14,0,0,0,95.83,0,17.09,24.87,7.22,40.22,0,5
7971,0.89,7.01,0.21,0,0.33,0.25,0,39.69,0.08,0,0,0,0,92.04,15.65,22.6,19.53,12.82,14.92,5.26,5
7972,0,0,1.01,0.2,2,1.7,0,24.04,0.06,0,0,38.03,0,99.51,27.15,38.8,5.82,21.36,87.23,12.73,4
7973.3,0.54,3.91,0.02,0,0.2,0.69,0,42.58,0.08,0.04,0,0,0,88.8,0,0,0,4.35,27.36,7.64,5
7974,3.88,20.63,0.94,0,2.02,1.89,1.43,19.99,0.06,0.36,0,0,0,80.15,31.36,37.06,18.26,20.8,103.15,15.84,4
7975,0.51,3.84,0.13,0.01,0.29,0.22,0,43.41,0.07,0,0,0,0,83.65,0,13.6,0,3.89,18.73,0,5
7976,1.31,12.45,0.22,0,0.42,0.54,0,35.12,0.08,0.05,0,0,0,96.75,0,16.62,0,15.06,24.09,0,5
7977,0.6,7.64,0.23,0.02,0.22,0.21,0,40.09,0.09,0,0,0,0,88.86,19.12,12.28,24.07,7.86,13.16,0,5
7978,1.67,16,0.3,0,0.52,0.41,0,32.81,0.08,0.03,0,0,0,84.04,0,33.28,0,16.56,34.26,0,5
7980,1.02,12.72,0.44,0.03,0.33,0.29,0,34.1,0.09,0.03,0,0,0,88.89,0,33.25,0,12.32,35.62,0,5
7981,5.37,22.83,1.79,0.29,2.44,2.65,1.4,12.51,0.06,0.43,0,78.64,10.98,89.32,29.93,78.14,10.65,38.01,183.22,15.54,1
7982,6.41,24.77,2.07,0,3.57,1.93,1.55,9.06,0.03,0.42,0,0,10.83,88.66,28.81,65.24,9.03,44.64,128.85,20.68,1
7983,0.65,9.06,0.1,0,0.72,1.16,0,35.01,0.08,0.32,0,0,0,85.16,0,14.36,0,10.61,30.88,8.02,4
7984,0.27,0.79,0,0.37,0.15,0.22,0,46.99,0.07,0,0,0,0,95.6,0,13.36,18.53,0,0,0,5
7985,0.62,3.11,0.05,0,0.23,0.38,0,42.66,0.1,0,0,0,0,107.98,0,0,0,6.62,0,0,5
7986,0.58,4.11,0.25,0.02,0.25,0.32,0,43.17,0.11,0,0,0,0,72.74,0,0,22.9,8.81,10.87,0,5
7987,0.42,4.15,0.2,0.02,0.28,0.25,0,42.81,0.1,0,0,0,0,96.76,0,0,26.42,6.83,13.02,0,5
7988,0.47,2.99,0,0,0.2,0.29,0,44.4,0.11,0,0,0,0,84.64,0,0,0,3.64,13.04,0,5
7988.5,8.05,27.72,2.39,0.55,3.62,1.69,1.67,4.96,0.03,0.28,0,158.59,0,94.6,0,77.99,11.53,52.33,159.16,8.36,1
7994.4,0.35,4.23,0.1,0.01,0.23,0.25,0,44,0.11,0,0,0,0,78.84,0,15.82,0,4.5,19.4,0,5
7995,0.7,6.19,0.18,0.03,0.32,0.57,0,41.51,0.09,0,0,0,0,94.9,0,22.81,19.5,7.48,35.92,0,5
7996,7.75,25.18,2.43,0,3.82,2.8,1.46,5.97,0.04,0.81,0,0,0,94.26,25.12,77.18,14,127.8,193.16,22.06,1
7997,0.81,7.65,0.21,0.04,0.28,0.58,0,40.78,0.1,0.08,0,0,0,91.23,0,55.45,22.61,6.19,15.41,10.42,5
7998,4.36,21.89,1.17,0.33,2.28,3.26,1.32,15.75,0.05,0.4,0,101.23,0,87.52,0,43.11,7.84,26.36,221.68,13.98,1
